Sale Date;ISBN;Discount;ItemID;OrderID
1/20/93;989-28-79-11297-4;;107038-32-3029;107038-1327
1/20/93;989-28-79-45675-7;;107038-18-8014;107038-1329
1/20/93;989-28-79-45675-7;;107038-1-403;107038-1330
1/20/93;989-28-79-22871-2;;107038-22-5135;107038-1331
1/20/93;989-28-79-16826-1;;107038-12-2925;107038-1332
1/20/93;989-28-79-82197-5;;107038-63-2979;107038-1333
1/20/93;989-28-79-82749-6;;107038-19-9620;107038-1334
1/20/93;989-28-79-69807-2;;107038-89-1967;107038-1335
1/20/93;989-28-79-69807-2;;107038-92-7358;107038-1336
1/20/93;989-28-79-82125-8;;107038-97-4932;107038-1337
1/20/93;989-28-79-05670-4;;107038-3-3761;107038-1338
1/20/93;989-28-79-69807-2;;107038-92-7357;107038-1339
1/20/93;989-28-79-13871-4;;107038-79-3172;107038-1340
1/20/93;989-28-79-13871-4;;107038-22-7669;107038-1341
1/20/93;989-28-79-13871-4;;107038-41-8753;107038-1342
1/20/93;989-28-79-13871-4;;107038-98-9288;107038-1343
1/20/93;989-28-79-69807-2;;107038-27-4997;107038-1344
1/20/93;989-28-79-05670-4;;107038-25-9320;107038-1345
1/20/93;989-28-79-69807-2;;107038-27-4996;107038-1346
1/20/93;989-28-79-05670-4;;107038-17-1141;107038-1347
1/20/93;989-28-79-22562-9;;107038-47-7353;107038-1348
1/20/93;989-28-79-13871-4;;107038-79-3171;107038-1349
1/20/93;989-28-79-82749-6;;107038-10-1269;107038-1350
1/20/93;989-28-79-13871-4;;107038-22-7668;107038-1351
1/20/93;989-28-79-05670-4;;107038-33-3122;107038-1352
1/20/93;989-28-79-05670-4;;107038-38-7520;107038-1353
1/20/93;989-28-79-13871-4;;107038-98-9287;107038-1354
1/20/93;989-28-79-05670-4;;107038-26-6779;107038-1355
1/20/93;989-28-79-05670-4;;107038-89-2;107038-1356
1/20/93;989-28-79-82125-8;;107038-97-4931;107038-1357
1/20/93;989-28-79-82749-6;;107038-19-9619;107038-1358
1/20/93;989-28-79-05670-4;;107038-16-578;107038-1359
1/20/93;989-28-229-6632-6;0,1;107038-28-8785;107038-1360
1/20/93;989-28-229-7592-2;;107038-21-2536;107038-1361
1/20/93;989-28-229-6632-6;0,1;107038-51-2856;107038-1362
1/20/93;989-28-229-1404-4;;107038-99-5656;107038-1363
1/20/93;989-28-229-6632-6;0,1;107038-38-8640;107038-1364
1/20/93;989-28-229-6632-6;0,1;107038-75-4856;107038-1365
1/20/93;989-28-229-9769-6;;107038-31-4496;107038-1366
1/20/93;989-28-229-1404-4;;107038-12-8571;107038-1367
1/20/93;989-28-229-0197-6;;107038-43-8045;107038-1368
1/20/93;989-28-229-3157-7;;107038-79-3181;107038-1369
1/20/93;989-28-229-6632-6;0,1;107038-40-6768;107038-1370
1/20/93;989-28-229-1404-4;;107038-1-637;107038-1371
1/20/93;989-28-229-9769-6;;107038-35-9058;107038-1372
1/20/93;989-28-229-3157-7;;107038-61-4488;107038-1373
1/20/93;989-28-229-9769-6;;107038-61-296;107038-1374
1/20/93;989-28-229-7592-2;;107038-68-8561;107038-1375
1/20/93;989-28-229-6632-6;0,1;107038-42-5580;107038-1376
1/20/93;989-28-229-5891-8;;107038-96-3626;107038-1377
1/20/93;989-28-229-1404-4;;107038-34-3517;107038-1378
1/20/93;989-28-229-9769-6;;107038-15-3503;107038-1379
1/20/93;989-28-229-9769-6;;107038-81-4919;107038-1380
1/20/93;989-28-229-7592-2;;107038-31-7423;107038-1381
1/20/93;989-28-229-7592-2;;107038-99-1292;107038-1382
1/20/93;989-28-229-5891-8;;107038-11-248;107038-1383
1/20/93;989-28-229-0197-6;;107038-20-3484;107038-1384
1/20/93;989-28-79-91028-0;;107038-5-853;107038-1385
1/20/93;989-28-79-23023-4;;107038-48-3279;107038-1386
1/20/93;989-28-79-68089-3;0,05;107038-31-4140;107038-1387
1/20/93;989-28-79-13801-1;;107038-62-9087;107038-1388
1/20/93;989-28-79-71565-6;;107038-37-8393;107038-1389
1/20/93;989-28-79-74374-1;;107038-48-9623;107038-1390
1/20/93;989-28-79-23023-4;;107038-26-100;107038-1391
1/20/93;989-28-79-26824-4;;107038-82-7859;107038-1392
1/20/93;989-28-79-16533-8;;107038-54-2077;107038-1393
1/20/93;989-28-79-40897-8;;107038-72-4687;107038-1394
1/20/93;989-28-79-23023-4;;107038-41-594;107038-1395
1/20/93;989-28-79-74374-1;;107038-50-2897;107038-1396
1/20/93;989-28-79-26824-4;;107038-78-3663;107038-1397
1/20/93;989-28-79-23023-4;;107038-90-8738;107038-1398
1/20/93;989-28-79-74374-1;;107038-73-872;107038-1399
1/20/93;989-28-79-91028-0;;107038-39-4518;107038-1400
1/20/93;989-28-79-71565-6;;107038-68-6188;107038-1401
1/20/93;989-28-79-23023-4;;107038-77-1954;107038-1402
1/20/93;989-28-79-13801-1;;107038-22-4985;107038-1403
1/20/93;989-28-79-74374-1;;107038-94-2413;107038-1404
1/20/93;989-28-79-40897-8;;107038-20-3365;107038-1405
1/20/93;989-28-79-91028-0;;107038-8-2723;107038-1406
1/20/93;989-28-79-71565-6;;107038-33-4601;107038-1407
1/20/93;989-28-79-16808-7;;107038-16-3019;107038-1408
1/20/93;989-28-79-74374-1;;107038-54-491;107038-1409
1/20/93;989-28-79-68089-3;0,05;107038-6-6821;107038-1410
1/20/93;989-28-79-74374-1;;107038-7-1754;107038-1411
1/20/93;989-28-79-23023-4;;107038-10-1371;107038-1412
1/20/93;989-28-79-68089-3;0,05;107038-40-2723;107038-1413
1/20/93;989-28-79-71565-6;;107038-17-5939;107038-1414
1/20/93;989-28-79-71565-6;;107038-19-581;107038-1415
1/20/93;989-28-79-68089-3;0,05;107038-42-6310;107038-1416
1/20/93;989-28-79-23023-4;;107038-92-376;107038-1417
1/20/93;989-28-79-71565-6;;107038-69-2698;107038-1418
1/20/93;989-28-79-68089-3;0,05;107038-11-5680;107038-1419
1/20/93;989-28-79-13801-1;;107038-98-2456;107038-1420
1/20/93;989-28-79-74374-1;;107038-14-8249;107038-1421
1/20/93;989-28-79-71565-6;;107038-87-5989;107038-1422
1/20/93;989-28-3705-492-6;;107038-98-8716;107038-1423
1/20/93;989-28-3705-222-9;;107038-95-8733;107038-1424
1/20/93;989-28-3705-492-6;;107038-89-2640;107038-1425
1/20/93;989-28-3705-222-9;0,13;107038-42-5841;107038-1426
1/20/93;989-28-3705-222-9;;107038-49-9763;107038-1427
1/20/93;989-28-3705-492-6;;107038-5-564;107038-1428
1/20/93;989-28-3705-492-6;;107038-35-696;107038-1429
1/20/93;989-28-79-91028-0;;107038-17-5299;107038-1430
1/20/93;989-28-79-82749-6;;107038-10-1268;107038-1431
1/20/93;989-28-3705-054-6;;107038-29-5309;107038-1431
1/20/93;989-28-79-13871-4;;107038-41-8752;107038-1431
1/20/93;989-28-79-51397-9;;107038-46-4239;107038-1431
1/20/93;989-28-229-3157-7;;107038-34-5568;107038-1432
1/20/93;989-28-229-9769-6;;107038-48-9555;107038-1432
1/20/93;989-28-229-5891-8;;107038-6-6328;107038-1432
1/20/93;989-28-229-6632-6;0,1;107038-58-6594;107038-1433
1/20/93;989-28-3705-492-6;;107038-29-2659;107038-1433
1/20/93;989-28-79-26824-4;;107038-73-1483;107038-1433
1/20/93;989-28-79-91028-0;;107038-52-2315;107038-1434
1/20/93;989-28-3705-492-6;;107038-85-560;107038-1434
1/20/93;989-28-79-13801-1;;107038-19-2971;107038-1435
1/20/93;989-28-3705-492-6;;107038-37-7256;107038-1435
1/20/93;989-28-79-26824-4;;107038-62-9206;107038-1435
1/20/93;989-28-79-13801-1;;107038-68-4981;107038-1436
1/20/93;989-28-79-23023-4;;107038-89-4044;107038-1436
1/20/93;989-28-79-23023-4;;107038-2-9253;107038-1437
1/20/93;989-28-79-68089-3;0,05;107038-73-4479;107038-1438
1/20/93;989-28-79-13801-1;;107038-52-1286;107038-1438
1/20/93;989-28-79-51397-9;;107038-32-133;107038-1439
1/20/93;989-28-79-74374-1;;107038-91-1920;107038-1439
1/20/93;989-28-79-71565-6;;107038-87-7872;107038-1440
1/20/93;989-28-79-32105-5;;107038-93-7609;107038-1440
1/20/93;989-28-79-71565-6;;107038-80-2283;107038-1441
1/20/93;989-28-79-45675-7;;107038-96-6439;107038-1441
1/20/93;989-28-3705-007-2;;107038-87-1951;107038-1442
1/20/93;989-28-79-69807-2;;107038-89-1966;107038-1442
1/20/93;989-28-3705-592-3;;107038-24-6283;107038-1443
1/20/93;989-28-3705-007-2;;107038-65-2862;107038-1443
1/21/93;989-28-79-82197-5;0,15;107039-1-2219;107038-1580
1/21/93;989-28-3705-054-6;;107039-2-7646;107039-1444
1/21/93;989-28-3705-007-2;;107039-37-3670;107039-1445
1/21/93;989-28-3705-592-3;;107039-60-1049;107039-1446
1/21/93;989-28-3705-987-7;;107039-18-3954;107039-1447
1/21/93;989-28-3705-987-7;;107039-31-7948;107039-1448
1/21/93;989-28-3705-987-7;;107039-80-7970;107039-1449
1/21/93;989-28-3705-583-1;;107039-65-7293;107039-1450
1/21/93;989-28-3705-007-2;;107039-7-4208;107039-1451
1/21/93;989-28-3705-007-2;;107039-71-5907;107039-1452
1/21/93;989-28-3705-649-4;;107039-89-2237;107039-1453
1/21/93;989-28-3705-007-2;;107039-29-5810;107039-1454
1/21/93;989-28-3705-007-2;;107039-58-5344;107039-1455
1/21/93;989-28-3705-007-2;;107039-35-8995;107039-1456
1/21/93;989-28-3705-007-2;;107039-35-8753;107039-1457
1/21/93;989-28-79-45675-7;;107039-52-6626;107039-1458
1/21/93;989-28-79-82197-5;;107039-54-9336;107039-1459
1/21/93;989-28-79-86624-2;;107039-94-1617;107039-1460
1/21/93;989-28-79-82197-5;;107039-7-5251;107039-1461
1/21/93;989-28-79-82197-5;;107039-22-6522;107039-1462
1/21/93;989-28-79-32105-5;;107039-12-293;107039-1463
1/21/93;989-28-79-11297-4;;107039-71-8033;107039-1464
1/21/93;989-28-79-11297-4;;107039-90-9467;107039-1465
1/21/93;989-28-79-11297-4;;107039-96-5942;107039-1466
1/21/93;989-28-79-61125-5;;107039-13-8002;107039-1467
1/21/93;989-28-79-16826-1;;107039-22-6784;107039-1468
1/21/93;989-28-79-11297-4;;107039-79-6296;107039-1469
1/21/93;989-28-654-3899-6;;107039-25-7567;107039-1470
1/21/93;989-28-654-5018-9;;107039-35-7081;107039-1471
1/21/93;989-28-79-13871-4;;107039-91-6246;107039-1472
1/21/93;989-28-79-13871-4;;107039-91-6245;107039-1473
1/21/93;989-28-79-69807-2;;107039-15-9954;107039-1474
1/21/93;989-28-79-69807-2;;107039-56-4929;107039-1475
1/21/93;989-28-79-13871-4;;107039-22-9673;107039-1476
1/21/93;989-28-79-82125-8;;107039-1-6859;107039-1477
1/21/93;989-28-79-82125-8;;107039-1-6858;107039-1478
1/21/93;989-28-79-69807-2;;107039-13-3968;107039-1479
1/21/93;989-28-79-13871-4;;107039-50-4726;107039-1480
1/21/93;989-28-79-13871-4;;107039-18-711;107039-1481
1/21/93;989-28-79-69807-2;;107039-72-5459;107039-1482
1/21/93;989-28-79-13871-4;;107039-18-710;107039-1483
1/21/93;989-28-79-82749-6;;107039-92-6366;107039-1484
1/21/93;989-28-79-69807-2;;107039-6-3674;107039-1485
1/21/93;989-28-79-69807-2;;107039-15-9953;107039-1486
1/21/93;989-28-79-69807-2;;107039-11-3677;107039-1487
1/21/93;989-28-79-69807-2;;107039-11-3676;107039-1488
1/21/93;989-28-79-69807-2;;107039-93-765;107039-1489
1/21/93;989-28-79-13871-4;;107039-22-9672;107039-1490
1/21/93;989-28-79-69807-2;;107039-72-5458;107039-1491
1/21/93;989-28-79-69807-2;;107039-93-764;107039-1492
1/21/93;989-28-79-82749-6;;107039-92-6365;107039-1493
1/21/93;989-28-79-13871-4;;107039-50-4725;107039-1494
1/21/93;989-28-654-6033-1;;107039-2-6981;107039-1495
1/21/93;989-28-654-9826-6;;107039-57-4238;107039-1496
1/21/93;989-28-229-1404-4;;107039-31-4158;107039-1497
1/21/93;989-28-229-1404-4;;107039-49-9023;107039-1498
1/21/93;989-28-229-1404-4;;107039-49-6618;107039-1499
1/21/93;989-28-229-0197-6;;107039-67-7814;107039-1500
1/21/93;989-28-229-6632-6;0,1;107039-49-9188;107039-1501
1/21/93;989-28-229-7592-2;;107039-43-9351;107039-1502
1/21/93;989-28-229-5891-8;;107039-13-2531;107039-1503
1/21/93;989-28-229-6632-6;0,1;107039-2-5500;107039-1504
1/21/93;989-28-229-1404-4;;107039-8-242;107039-1505
1/21/93;989-28-229-1404-4;;107039-17-9388;107039-1506
1/21/93;989-28-229-0197-6;;107039-51-6100;107039-1507
1/21/93;989-28-229-0197-6;;107039-50-871;107039-1508
1/21/93;989-28-79-23023-4;;107039-46-7573;107039-1509
1/21/93;989-28-79-71565-6;;107039-16-4710;107039-1510
1/21/93;989-28-79-13801-1;;107039-67-1852;107039-1511
1/21/93;989-28-79-23023-4;;107039-75-8254;107039-1512
1/21/93;989-28-79-26824-4;;107039-19-9395;107039-1513
1/21/93;989-28-79-74374-1;;107039-84-5704;107039-1515
1/21/93;989-28-79-68089-3;0,05;107039-75-9017;107039-1516
1/21/93;989-28-79-23023-4;;107039-54-3614;107039-1517
1/21/93;989-28-79-68089-3;0,05;107039-82-1551;107039-1518
1/21/93;989-28-79-23023-4;;107039-14-6504;107039-1519
1/21/93;989-28-79-74374-1;;107039-46-4735;107039-1520
1/21/93;989-28-79-23023-4;;107039-71-6761;107039-1521
1/21/93;989-28-79-23023-4;;107039-3-1730;107039-1522
1/21/93;989-28-79-74374-1;;107039-37-6733;107039-1523
1/21/93;989-28-79-23023-4;;107039-68-8060;107039-1524
1/21/93;989-28-79-23023-4;;107039-76-2306;107039-1525
1/21/93;989-28-79-23023-4;;107039-49-8054;107039-1526
1/21/93;989-28-79-71565-6;;107039-41-9144;107039-1527
1/21/93;989-28-79-13801-1;;107039-55-9419;107039-1528
1/21/93;989-28-79-40897-8;;107039-92-5812;107039-1529
1/21/93;989-28-79-26824-4;;107039-83-302;107039-1530
1/21/93;989-28-79-74374-1;;107039-87-8197;107039-1531
1/21/93;989-28-79-13801-1;;107039-57-6570;107039-1532
1/21/93;989-28-79-74374-1;;107039-31-9342;107039-1533
1/21/93;989-28-79-26824-4;;107039-56-9799;107039-1534
1/21/93;989-28-79-13801-1;;107039-74-3833;107039-1535
1/21/93;989-28-79-23023-4;;107039-17-5041;107039-1536
1/21/93;989-28-79-23023-4;;107039-1-4993;107039-1537
1/21/93;989-28-79-13801-1;;107039-61-5377;107039-1538
1/21/93;989-28-79-23023-4;;107039-41-1746;107039-1539
1/21/93;989-28-79-68089-3;0,05;107039-31-2529;107039-1540
1/21/93;989-28-79-13801-1;;107039-84-2380;107039-1541
1/21/93;989-28-79-26824-4;;107039-74-5191;107039-1542
1/21/93;989-28-79-23023-4;;107039-7-1937;107039-1543
1/21/93;989-28-79-74374-1;;107039-53-191;107039-1544
1/21/93;989-28-79-71565-6;;107039-67-3879;107039-1545
1/21/93;989-28-79-71565-6;;107039-95-4145;107039-1546
1/21/93;989-28-79-13801-1;;107039-44-3840;107039-1547
1/21/93;989-28-79-74374-1;;107039-41-5313;107039-1548
1/21/93;989-28-79-91028-0;;107039-63-2896;107039-1549
1/21/93;989-28-79-23023-4;;107039-94-5384;107039-1550
1/21/93;989-28-79-40897-8;;107039-33-8370;107039-1551
1/21/93;989-28-79-68089-3;0,05;107039-55-7607;107039-1552
1/21/93;989-28-79-91028-0;;107039-83-5751;107039-1553
1/21/93;989-28-79-71565-6;;107039-89-3821;107039-1554
1/21/93;989-28-79-74374-1;;107039-80-5841;107039-1555
1/21/93;989-28-79-23023-4;;107039-28-7557;107039-1556
1/21/93;989-28-79-23023-4;0,13;107039-42-3012;107039-1557
1/21/93;989-28-3705-222-9;;107039-32-1404;107039-1558
1/21/93;989-28-3705-222-9;;107039-9-4423;107039-1559
1/21/93;989-28-3705-222-9;;107039-24-6034;107039-1560
1/21/93;989-28-3705-222-9;;107039-5-679;107039-1561
1/21/93;989-28-79-03683-6;;107039-69-6781;107039-1562
1/21/93;989-28-3705-492-6;;107039-96-3067;107039-1563
1/21/93;989-28-3705-222-9;;107039-67-742;107039-1564
1/21/93;989-28-3705-222-9;;107039-75-5723;107039-1565
1/21/93;989-28-3705-492-6;;107039-3-4621;107039-1566
1/21/93;989-28-3705-007-2;;107039-17-1314;107039-1567
1/21/93;989-28-79-82749-6;;107039-20-7302;107039-1568
1/21/93;989-28-79-13801-1;;107039-41-5713;107039-1568
1/21/93;989-28-79-69807-2;;107039-4-6074;107039-1569
1/21/93;989-28-79-13801-1;;107039-56-994;107039-1569
1/21/93;989-28-79-91028-0;;107039-1-6530;107039-1570
1/21/93;989-28-79-69807-2;;107039-4-6073;107039-1570
1/21/93;989-28-79-69807-2;;107039-6-3673;107039-1571
1/21/93;989-28-79-91028-0;;107039-95-1448;107039-1571
1/21/93;989-28-79-69807-2;;107039-13-3967;107039-1572
1/21/93;989-28-3705-492-6;;107039-76-6750;107039-1572
1/21/93;989-28-79-69807-2;;107039-56-4928;107039-1573
1/21/93;989-28-229-9769-6;;107039-96-4079;107039-1573
1/21/93;989-28-79-68089-3;0,05;107039-1-5749;107039-1574
1/21/93;989-28-229-7592-2;;107039-57-6971;107039-1574
1/21/93;989-28-79-68089-3;0,05;107039-98-193;107039-1575
1/21/93;989-28-79-74374-1;;107039-69-7149;107039-1575
1/21/93;989-28-79-68531-7;;107039-54-118;107039-1576
1/21/93;989-28-79-71565-6;;107039-72-342;107039-1576
1/21/93;989-28-79-23023-4;;107039-11-1161;107039-1577
1/21/93;989-28-79-82749-6;;107039-20-7301;107039-1578
1/21/93;989-28-229-1404-4;;107039-46-9919;107039-1578
1/21/93;989-28-79-07610-8;;107039-54-1728;107039-1579
1/21/93;989-28-3705-007-2;;107039-62-1695;107039-1579
1/21/93;989-28-79-23023-4;;107039-93-5612;107039-1579
1/21/93;989-28-79-68089-3;0,05;107039-11-493;107039-1580
1/21/93;989-28-3705-987-7;;107039-65-1892;107039-1580
1/21/93;989-28-3705-054-6;;107039-67-8146;107039-1580
1/22/93;989-28-79-82197-5;0,15;107040-1-3776;107039-1595
1/22/93;989-28-3705-583-1;;107040-71-4411;107040-1581
1/22/93;989-28-3705-007-2;;107040-69-3984;107040-1582
1/22/93;989-28-3705-987-7;;107040-17-9433;107040-1583
1/22/93;989-28-3705-007-2;;107040-72-2771;107040-1584
1/22/93;989-28-3705-007-2;;107040-46-1460;107040-1585
1/22/93;989-28-3705-007-2;;107040-34-7198;107040-1586
1/22/93;989-28-3705-007-2;;107040-49-7950;107040-1587
1/22/93;989-28-3705-007-2;;107040-1-1765;107040-1588
1/22/93;989-28-3705-007-2;;107040-61-5037;107040-1589
1/22/93;989-28-3705-369-1;;107040-53-8536;107040-1590
1/22/93;989-28-3705-007-2;;107040-95-8367;107040-1591
1/22/93;989-28-79-52883-6;;107040-39-6086;107040-1592
1/22/93;989-28-79-18127-7;;107040-8-8121;107040-1593
1/22/93;989-28-79-05638-4;;107040-8-9411;107040-1594
1/22/93;989-28-79-21991-8;;107040-35-6382;107040-1596
1/22/93;989-28-79-45675-7;;107040-51-3284;107040-1597
1/22/93;989-28-79-04510-4;;107040-19-9335;107040-1598
1/22/93;989-28-79-45675-7;;107040-38-1876;107040-1599
1/22/93;989-28-79-21991-8;;107040-19-2493;107040-1600
1/22/93;989-28-654-3899-6;;107040-75-8446;107040-1601
1/22/93;989-28-79-69807-2;;107040-53-3028;107040-1602
1/22/93;989-28-79-69807-2;;107040-53-3027;107040-1603
1/22/93;989-28-79-69807-2;;107040-79-6522;107040-1604
1/22/93;989-28-79-13871-4;;107040-75-1316;107040-1605
1/22/93;989-28-79-69807-2;;107040-79-6521;107040-1606
1/22/93;989-28-229-7592-2;;107040-17-3991;107040-1607
1/22/93;989-28-229-9769-6;;107040-27-4779;107040-1608
1/22/93;989-28-229-3157-7;;107040-61-2664;107040-1609
1/22/93;989-28-229-6632-6;0,1;107040-84-4609;107040-1610
1/22/93;989-28-79-13801-1;;107040-14-5874;107040-1611
1/22/93;989-28-79-40897-8;;107040-28-1158;107040-1612
1/22/93;989-28-79-91028-0;;107040-39-9908;107040-1613
1/22/93;989-28-79-13801-1;;107040-98-2625;107040-1614
1/22/93;989-28-79-26824-4;;107040-15-5054;107040-1615
1/22/93;989-28-79-26824-4;;107040-46-4857;107040-1616
1/22/93;989-28-79-74374-1;;107040-53-1815;107040-1617
1/22/93;989-28-79-51397-9;;107040-65-4688;107040-1618
1/22/93;989-28-79-23023-4;;107040-93-6286;107040-1619
1/22/93;989-28-79-23023-4;;107040-68-4429;107040-1620
1/22/93;989-28-79-71565-6;;107040-75-80;107040-1621
1/22/93;989-28-79-13801-1;;107040-29-7992;107040-1622
1/22/93;989-28-79-91028-0;;107040-67-4481;107040-1623
1/22/93;989-28-79-13801-1;;107040-2-8112;107040-1624
1/22/93;989-28-79-13801-1;;107040-22-1902;107040-1625
1/22/93;989-28-79-23023-4;;107040-13-1619;107040-1626
1/22/93;989-28-79-26824-4;;107040-29-874;107040-1627
1/22/93;989-28-79-13801-1;;107040-66-2077;107040-1628
1/22/93;989-28-79-23023-4;;107040-20-8301;107040-1629
1/22/93;989-28-79-40897-8;;107040-30-9049;107040-1630
1/22/93;989-28-79-40897-8;;107040-43-8145;107040-1631
1/22/93;989-28-654-0047-4;;107040-1-5742;107040-1632
1/22/93;989-28-3705-649-4;;107040-24-1527;107040-1632
1/22/93;989-28-229-1404-4;;107040-31-6582;107040-1632
1/22/93;989-28-3705-222-9;;107040-54-7336;107040-1632
1/22/93;989-28-3705-369-1;;107040-56-3010;107040-1632
1/22/93;989-28-79-69807-2;;107040-66-20;107040-1632
1/22/93;989-28-79-69807-2;;107040-66-19;107040-1633
1/22/93;989-28-79-13871-4;;107040-75-1315;107040-1633
1/23/93;989-28-79-82197-5;0,15;107041-1-8878;107040-1640
1/23/93;989-28-3705-592-3;;107041-5-7084;107041-1634
1/23/93;989-28-3705-007-2;;107041-55-5145;107041-1635
1/23/93;989-28-3705-007-2;;107041-48-6453;107041-1636
1/23/93;989-28-3705-987-7;;107041-94-9088;107041-1637
1/23/93;989-28-79-82197-5;0,15;107041-1-5418;107041-1638
1/23/93;989-28-79-16826-1;;107041-98-1444;107041-1639
1/23/93;989-28-654-3899-6;;107041-69-3976;107041-1641
1/23/93;989-28-79-13871-4;;107041-88-4563;107041-1642
1/23/93;989-28-79-13871-4;;107041-30-233;107041-1643
1/23/93;989-28-79-05670-4;;107041-59-8936;107041-1644
1/23/93;989-28-79-05670-4;;107041-18-5988;107041-1645
1/23/93;989-28-79-13871-4;;107041-30-232;107041-1646
1/23/93;989-28-79-13871-4;;107041-88-4562;107041-1647
1/23/93;989-28-79-69807-2;;107041-88-1732;107041-1648
1/23/93;989-28-79-69807-2;;107041-88-1731;107041-1649
1/23/93;989-28-229-1404-4;;107041-3-4986;107041-1650
1/23/93;989-28-229-9769-6;;107041-9-6663;107041-1651
1/23/93;989-28-229-7592-2;;107041-83-6810;107041-1652
1/23/93;989-28-229-1404-4;;107041-71-9845;107041-1653
1/23/93;989-28-229-1404-4;;107041-6-8380;107041-1654
1/23/93;989-28-229-1404-4;;107041-37-1069;107041-1655
1/23/93;989-28-229-5891-8;;107041-64-189;107041-1656
1/23/93;989-28-79-23023-4;;107041-90-81;107041-1657
1/23/93;989-28-79-74374-1;;107041-41-8394;107041-1658
1/23/93;989-28-79-13801-1;;107041-97-849;107041-1659
1/23/93;989-28-79-74374-1;;107041-60-6900;107041-1660
1/23/93;989-28-79-23023-4;;107041-57-8011;107041-1661
1/23/93;989-28-79-74374-1;;107041-10-6327;107041-1662
1/23/93;989-28-79-23023-4;;107041-94-4550;107041-1663
1/23/93;989-28-79-13801-1;;107041-54-8517;107041-1664
1/23/93;989-28-79-68089-3;0,05;107041-82-5419;107041-1665
1/23/93;989-28-79-23023-4;;107041-47-2162;107041-1666
1/23/93;989-28-79-13801-1;;107041-23-5675;107041-1667
1/23/93;989-28-79-74374-1;;107041-50-4807;107041-1668
1/23/93;989-28-79-55752-2;;107041-39-1108;107041-1669
1/23/93;989-28-79-40897-8;0,13;107041-42-4236;107041-1670
1/23/93;989-28-79-13801-1;;107041-37-1661;107041-1671
1/23/93;989-28-79-71565-6;;107041-65-1700;107041-1672
1/23/93;989-28-79-68089-3;0,05;107041-99-9625;107041-1673
1/23/93;989-28-3705-492-6;;107041-88-6113;107041-1674
1/23/93;989-28-3705-492-6;;107041-45-5433;107041-1675
1/23/93;989-28-79-13801-1;;107041-10-758;107041-1676
1/23/93;989-28-229-1404-4;;107041-43-2339;107041-1676
1/23/93;989-28-79-26824-4;;107041-82-1141;107041-1676
1/23/93;989-28-79-69807-2;;107041-98-4026;107041-1676
1/23/93;989-28-3705-222-9;;107041-4-5245;107041-1677
1/23/93;989-28-229-9769-6;;107041-70-7035;107041-1677
1/23/93;989-28-79-91028-0;;107041-80-193;107041-1677
1/23/93;989-28-79-91028-0;;107041-36-1968;107041-1678
1/23/93;989-28-79-03683-6;;107041-5-1126;107041-1678
1/23/93;989-28-79-13801-1;;107041-17-8966;107041-1679
1/23/93;989-28-79-26824-4;;107041-81-832;107041-1679
1/23/93;989-28-79-05670-4;;107041-48-4338;107041-1680
1/23/93;989-28-79-69807-2;;107041-98-4025;107041-1680
1/23/93;989-28-3705-054-6;;107041-1-1340;107041-1681
1/23/93;989-28-79-01991-4;;107041-40-2890;107041-1681
1/23/93;989-28-3705-592-3;;107041-44-7057;107041-1681
1/24/93;989-28-3705-007-2;;107042-36-2239;107042-1682
1/24/93;989-28-3705-007-2;;107042-73-5248;107042-1683
1/24/93;989-28-3705-138-3;;107042-3-1252;107042-1684
1/24/93;989-28-3705-138-3;;107042-90-9885;107042-1685
1/24/93;989-28-3705-007-2;;107042-57-1185;107042-1686
1/24/93;989-28-3705-007-2;;107042-16-5911;107042-1687
1/24/93;989-28-3705-152-9;;107042-81-836;107042-1688
1/24/93;989-28-3705-007-2;;107042-29-2849;107042-1689
1/24/93;989-28-79-27078-0;;107042-57-6104;107042-1690
1/24/93;989-28-79-82197-5;;107042-83-7411;107042-1691
1/24/93;989-28-79-01991-4;;107042-30-8456;107042-1692
1/24/93;989-28-79-67891-3;;107042-62-5752;107042-1693
1/24/93;989-28-79-82749-6;;107042-30-5771;107042-1694
1/24/93;989-28-79-05670-4;;107042-67-8787;107042-1695
1/24/93;989-28-229-9769-6;;107042-24-9676;107042-1696
1/24/93;989-28-229-1404-4;;107042-12-832;107042-1697
1/24/93;989-28-229-5891-8;;107042-15-1212;107042-1698
1/24/93;989-28-229-3157-7;;107042-60-949;107042-1699
1/24/93;989-28-229-1404-4;;107042-24-9834;107042-1700
1/24/93;989-28-229-1404-4;;107042-24-7674;107042-1701
1/24/93;989-28-229-9769-6;;107042-20-4954;107042-1702
1/24/93;989-28-229-6632-6;0,1;107042-30-7846;107042-1703
1/24/93;989-28-229-1404-4;;107042-56-8465;107042-1704
1/24/93;989-28-229-9769-6;;107042-88-9241;107042-1705
1/24/93;989-28-79-74374-1;;107042-88-7216;107042-1706
1/24/93;989-28-79-71565-6;;107042-88-5182;107042-1707
1/24/93;989-28-79-13801-1;;107042-30-4354;107042-1708
1/24/93;989-28-79-13801-1;;107042-64-3945;107042-1709
1/24/93;989-28-79-74374-1;;107042-72-6095;107042-1710
1/24/93;989-28-79-13801-1;;107042-76-9342;107042-1711
1/24/93;989-28-79-23023-4;;107042-39-1434;107042-1712
1/24/93;989-28-79-13801-1;;107042-4-8101;107042-1713
1/24/93;989-28-79-74374-1;;107042-66-8089;107042-1714
1/24/93;989-28-79-40897-8;;107042-43-3212;107042-1715
